title,adult,genres,original_language,popularity,runtime,vote_average,vote_count,actors,director,keywords,release_year,runtime_for_plot,rounded_averages
The Naked Spur,False,['Western'],en,13.586,91,6.874,190,"['James Stewart', 'Janet Leigh', 'Robert Ryan', 'Ralph Meeker']",Unknown,"['bounty hunter', 'colorado territory']",1953,91,6.9
Snow Buddies,False,"['Family', 'Adventure']",en,13.586,87,6.018,249,"['Skyler Gisondo', 'Josh Flitter', 'Liliana Mumy', 'Henry Hodges']",Unknown,"['holiday', 'alaska', 'snow', 'sled dogs', 'golden retriever', 'christmas spirit', 'christmas', 'pets']",2008,87,6.0
Star Wars: The Clone Wars,False,"['Animation', 'Action', 'Science Fiction', 'Adventure']",en,13.586,98,6.1,1886,"['Matt Lanter', 'Ashley Eckstein', 'James Arnold Taylor', 'Dee Bradley Baker']",Unknown,"['android', 'clone army', 'separatists']",2008,98,6.1
Free Willy 2: The Adventure Home,False,"['Family', 'Adventure', 'Drama', 'Comedy']",en,13.586,95,5.9,554,"['Jason James Richter', 'Michael Madsen', 'Jayne Atkinson', 'August Schellenberg']",Unknown,"['whale', 'human animal relationship', 'killer whale']",1995,95,5.9
Butterfly in Grey,False,['Drama'],th,13.583,104,4.3,6,"['Patharawarin Timkul', 'Kanokwan Losiri', 'Pitchanart Sakakorn', 'Songsit Rungnopakunsi']",Unknown,"['prison', 'funeral', 'homicide', 'son', ""women's prison"", 'prison guard', 'murder', 'death']",2002,104,4.3
Amina,False,"['War', 'History', 'Drama']",en,13.581,120,6.4,127,"['Lucy Ameh', 'Ali Nuhu', 'Clarion Chukwurah-Abiola', 'Chris Gbakann']",Unknown,"['africa', 'gore', 'biography', 'based on true story', 'nigeria', 'fear', 'nigerian cinema', 'fatos reais', 'war', 'nollywood', 'zazzou', 'nigéria']",2021,120,6.4
The Goldsmith,False,"['Horror', 'Thriller']",it,13.58,89,5.593,42,"['Stefania Casini', 'Giuseppe Pambieri', 'Gianluca Vannucci', 'Tania Bambaci']",Unknown,[],2022,89,5.6
Afterlife of the Party,False,"['Fantasy', 'Comedy', 'Drama']",en,13.579,109,6.756,432,"['Victoria Justice', 'Midori Francis', 'Robyn Scott', 'Timothy Renouf']",Unknown,['back from the dead'],2021,109,6.8
Inconceivable,False,"['Crime', 'Drama', 'Thriller']",en,13.578,105,5.576,316,"['Nicolas Cage', 'Gina Gershon', 'Nicky Whelan', 'Faye Dunaway']",Unknown,[],2017,105,5.6
Domino,False,"['Crime', 'Thriller']",en,13.577,89,4.631,248,"['Nikolaj Coster-Waldau', 'Carice van Houten', 'Guy Pearce', 'Ériq Ebouaney']",Unknown,"['cia', 'bullfighting', 'police', 'denmark', 'copenhagen, denmark', 'investigation', 'belgium', 'scandinavia', 'murder', 'drone', 'terrorism']",2019,89,4.6
Some Kind of Wonderful,False,"['Drama', 'Romance']",en,13.577,95,6.857,436,"['Eric Stoltz', 'Mary Stuart Masterson', 'Lea Thompson', 'Chynna Phillips']",Unknown,"['teen movie', 'school', 'best friend', 'tomboy', 'female drummer']",1987,95,6.9
Drop Dead Fred,False,"['Comedy', 'Fantasy', 'Family']",en,13.577,103,5.893,336,"['Phoebe Cates', 'Rik Mayall', 'Marsha Mason', 'Tim Matheson']",Unknown,['imaginary friend'],1991,103,5.9
The Wedding Date,False,"['Romance', 'Comedy']",en,13.577,88,6.81,1106,"['Debra Messing', 'Dermot Mulroney', 'Amy Adams', 'Jack Davenport']",Unknown,"['based on novel or book', 'england', 'ex fiancé', 'romance', 'wedding', 'escort', 'fake boyfriend', 'woman director', 'half sister', 'blended family', 'bachelorette party', 'secret', ""sister's wedding""]",2005,88,6.8
Pink Flamingos,False,"['Comedy', 'Crime']",en,13.577,93,6.2,456,"['Divine', 'David Lochary', 'Mary Vivian Pearce', 'Mink Stole']",Unknown,"['drug dealer', 'van', 'jealousy', 'trailer park', 'heroin', 'pop culture', 'spanner', 'fetishism', 'excrements ', 'disgust', 'dog dirt', 'adult humor', 'gay interest', 'execution', 'zoophilia', 'drag', 'filth', 'hitchhike', 'egg']",1972,93,6.2
Black Adam: Saviour or Destroyer?,False,['Documentary'],en,13.575,22,6.983,407,"['Dwayne Johnson', 'Aldis Hodge', 'Noah Centineo', 'Quintessa Swindell']",Unknown,['behind the scenes'],2022,22,7.0
Frontera,False,"['Western', 'Drama']",en,13.575,103,6.53,169,"['Ed Harris', 'Eva Longoria', 'Michael Peña', 'Amy Madigan']",Unknown,[],2014,103,6.5
Julius Caesar,False,"['War', 'Drama', 'History']",en,13.575,180,6.627,51,"['Jeremy Sisto', 'Richard Harris', 'Christopher Walken', 'Chris Noth']",Unknown,"['roman empire', 'biography', 'ancient rome']",2002,180,6.6
8MM 2,False,"['Thriller', 'Mystery', 'Drama']",en,13.575,106,4.796,115,"['Johnathon Schaech', 'Lori Heuring', 'Julie Benz', 'Valentine Pelka']",Unknown,"['pornography', 'budapest, hungary', 'blackmail', 'hungary']",2005,106,4.8
In the Arms of an Assassin,False,"['Romance', 'Thriller']",es,13.574,101,7.874,384,"['William Levy', 'Alicia Sanz', 'Roberto Sosa', 'Adrián Lastra']",Unknown,[],2019,101,7.9
You're Next,False,"['Horror', 'Thriller', 'Mystery']",en,13.574,94,6.593,2348,"['Sharni Vinson', 'Nicholas Tucci', 'Wendy Glenn', 'AJ Bowen']",Unknown,"['greed', 'missouri', 'family dinner', 'brother against brother', 'massacre', 'home invasion', 'dead family', 'crossbow', 'independent film', 'face-off', 'lonely road', 'grounded people']",2013,94,6.6
The Glass House,False,"['Drama', 'Thriller']",en,13.574,107,5.869,911,"['Leelee Sobieski', 'Diane Lane', 'Stellan Skarsgård', 'Trevor Morgan']",Unknown,"['california', 'sibling relationship', 'loss of loved one', 'psychological thriller', 'orphan', 'car accident']",2001,107,5.9
Monster Inside: America's Most Extreme Haunted House,False,"['Documentary', 'Horror', 'Crime']",en,13.572,80,6.786,14,"['Justin Yerace', 'Russ McKamey', 'Melissa Everly', 'Brandon Vance']",Unknown,[],2023,80,6.8
Girl Friday,False,['Drama'],tl,13.571,92,5.714,7,"['Angeli Khang', 'Jela Cuenca', 'Jay Manalo', 'Stephanie Raz']",Unknown,[],2022,92,5.7
Elvis the Pig,False,"['Family', 'Drama']",en,13.57,70,2.0,1,"['Aggie Bell', 'Sadie Silcock', 'Jackson Berlin', 'Camryn Macdonald']",Unknown,[],2023,70,2.0
The Innkeepers,False,"['Horror', 'Thriller']",en,13.57,101,5.415,610,"['Sara Paxton', 'Pat Healy', 'Alison Bartlett', 'Jake Ryan']",Unknown,"['hotel', 'anti terror', 'supernatural', 'beer', 'connecticut', 'towel', 'inn', 'phone', 'whispering']",2011,101,5.4
All of Me,False,"['Comedy', 'Fantasy', 'Romance']",en,13.567,93,6.473,316,"['Steve Martin', 'Lily Tomlin', 'Victoria Tennant', 'Madolyn Smith Osborne']",Unknown,"['change', 'guru', 'transmigration', 'body-swap', 'eccentric millionaire', 'body switch']",1984,93,6.5
K.G.F: Chapter 2,False,"['Action', 'Adventure', 'Crime', 'Thriller']",kn,13.566,168,7.463,134,"['Yash', 'Sanjay Dutt', 'Raveena Tandon', 'Srinidhi Shetty']",Unknown,"['undercover', 'sequel', 'one man army', 'don', 'action hero']",2022,168,7.5
Money Monster,False,"['Thriller', 'Drama']",en,13.566,98,6.44,2814,"['George Clooney', 'Julia Roberts', ""Jack O'Connell"", 'Dominic West']",Unknown,"['sniper', 'new york city', 'police', 'bomb', 'hostage', 'hostage-taking', 'stock market', 'stock fraud', 'woman director', 'television / tv studio', 'cable news']",2016,98,6.4
Two Rode Together,False,['Western'],en,13.566,109,6.402,117,"['James Stewart', 'Richard Widmark', 'Shirley Jones', 'Linda Cristal']",Unknown,['comanche'],1961,109,6.4
Kite,False,"['Animation', 'Crime', 'Action', 'Thriller']",ja,13.566,50,6.584,119,"['Kotomi Naruse', 'Shingo Oyamada', 'Gorou Shibusawa', 'Tatsuo Matoba']",Unknown,"['pedophilia', 'assassin', 'rape', 'killing', 'gore', 'revenge', 'vigilante', 'teenage girl', 'orphan', 'pedophile', 'adult animation', 'hentai', 'anime']",1998,50,6.6
A Stork's Journey,False,"['Family', 'Fantasy', 'Adventure', 'Animation', 'Comedy']",en,13.565,85,5.9,131,"['Cooper Kelly Kramer', 'Shannon Conley', 'Marc Thompson', 'Jason Griffith']",Unknown,"['imaginary friend', 'stork', 'journey']",2017,85,5.9
The Eight Mountains,False,['Drama'],it,13.563,147,7.705,593,"['Luca Marinelli', 'Alessandro Borghi', 'Lupo Barbiero', 'Cristiano Sassella']",Unknown,"['friendship', 'based on novel or book', 'mountain', 'male friendship', 'gay interest', 'building a house', 'father son relationship', 'alps']",2022,147,7.7
Noroi: The Curse,False,"['Horror', 'Mystery', 'Thriller']",ja,13.561,115,6.866,287,"['Jin Muraki', 'Tomono Kuga', 'Marika Matsumoto', 'Satoru Jitsunashi']",Unknown,"['journalist', 'disappearance', 'curse', 'demon', 'occult', 'found footage', 'dark secret']",2005,115,6.9
Shanghai Fortress,False,"['Science Fiction', 'War']",zh,13.559,107,5.3,118,"['Han Lu', 'Shu Qi', 'Godfrey Gao', 'Wang Sen']",Unknown,"['future', 'based on novel or book', 'shanghai, china', 'post-apocalyptic future', 'alien', 'alien invasion', 'near future', '2030s']",2019,107,5.3
The Purity of Vengeance,False,"['Crime', 'Thriller', 'Mystery', 'Drama']",da,13.559,118,7.2,445,"['Nikolaj Lie Kaas', 'Fares Fares', 'Johanne Louise Schmidt', 'Søren Pilmark']",Unknown,"['based on novel or book', 'denmark', 'co-workers relationship', 'nordic noir', '1960s', 'cold case', 'afdeling q', 'traumatized woman']",2018,118,7.2
7 Guardians of the Tomb,False,"['Action', 'Adventure', 'Horror']",en,13.559,90,5.449,195,"['Li Bingbing', 'Kellan Lutz', 'Kelsey Grammer', 'Wu Zun']",Unknown,"['china', 'sandstorm', 'spider', 'giant spider', 'chinese', 'tomb', 'spider web', 'archaeological expedition']",2018,90,5.4
Driving Madeleine,False,"['Comedy', 'Drama', 'Documentary']",fr,13.558,90,7.2,98,"['Line Renaud', 'Dany Boon', 'Alice Isaaz', 'Gwendoline Hamon']",Unknown,[],2022,90,7.2
Clouds,False,"['Music', 'Drama', 'Romance']",en,13.558,121,8.254,972,"['Fin Argus', 'Sabrina Carpenter', 'Madison Iseman', 'Neve Campbell']",Unknown,"['life and death', 'terminal illness', 'cancer', 'aspiring musician']",2020,121,8.3
Poltergeist II: The Other Side,False,"['Horror', 'Thriller']",en,13.557,91,6.005,614,"['Craig T. Nelson', 'JoBeth Williams', ""Heather O'Rourke"", 'Oliver Robins']",Unknown,"['monster', 'poltergeist', 'undead', 'family secrets', 'sequel', 'alternate dimension', 'shaman', 'super power', 'phoenix, arizona', 'supernatural horror']",1986,91,6.0
Quick Change,False,"['Comedy', 'Crime']",en,13.556,89,6.691,328,"['Bill Murray', 'Geena Davis', 'Randy Quaid', 'Jason Robards']",Unknown,"['new york city', 'heist', 'bank robbery', 'jousting', 'getaway', 'crime gone awry', 'bumbler', 'hostage negotiator', 'clown makeup']",1990,89,6.7
House of Pleasures,False,['Drama'],fr,13.553,126,6.588,222,"['Noémie Lvovsky', 'Hafsia Herzi', 'Céline Sallette', 'Jasmine Trinca']",Unknown,"['brothel', 'eroticism', 'prostitution']",2011,126,6.6
Man on the Moon,False,"['Comedy', 'Drama']",en,13.553,118,7.268,1652,"['Jim Carrey', 'Danny DeVito', 'Courtney Love', 'Paul Giamatti']",Unknown,"['show business', 'comedian', 'biography', 'pro wrestling', 'mentally unstable', 'pro wrestlers']",1999,118,7.3
Blown Away,False,['Action'],en,13.551,121,6.213,502,"['Jeff Bridges', 'Tommy Lee Jones', 'Suzy Amis', 'Lloyd Bridges']",Unknown,"['concert', 'computer', 'boston, massachusetts', 'fireworks', 'orchestra', 'anarchist', 'flashback', 'revenge', 'terrorism', 'wedding', 'explosion', 'roulette wheel', 'capsized ship', 'belfast, north ireland', 'bomb planting', 'headphones', 'bomb attack', 'action hero', 'blast', 'human bomb']",1994,121,6.2
Chocolat,False,"['Comedy', 'Drama']",fr,13.547,119,6.858,694,"['Omar Sy', 'James Thierrée', 'Clotilde Hesme', 'Olivier Gourmet']",Unknown,[],2016,119,6.9
The Legend of the Black Charro,False,"['Animation', 'Fantasy', 'Action', 'Family', 'Horror']",es,13.546,85,8.1,155,"['Benny Emmanuel', 'Annie Rojas', 'Emilio Treviño', 'Mayté Cordero']",Unknown,[],2018,85,8.1
Funny Face,False,"['Music', 'Comedy', 'Romance']",en,13.546,103,7.0,626,"['Audrey Hepburn', 'Fred Astaire', 'Kay Thompson', 'Michel Auclair']",Unknown,"['dance', 'paris, france', 'photographer', 'intellectual', 'musical', 'beatnik', 'man woman relationship', 'fashion photographer', 'book store', 'eiffel tower, paris', 'fashion magazine', 'high fashion', 'fashion model']",1957,103,7.0
Prime,False,"['Comedy', 'Drama', 'Romance']",en,13.546,102,5.953,769,"['Uma Thurman', 'Meryl Streep', 'Bryan Greenberg', 'Jon Abrahams']",Unknown,"['new york city', 'lovesickness', 'jealousy', ""love of one's life"", 'therapist', 'age difference', 'photographer', 'date', 'jewry', 'jewish life', 'nightclub', 'artist', 'kiss', 'blonde', 'older woman younger man relationship', 'desire to have children']",2005,102,6.0
Better Watch Out,False,"['Comedy', 'Horror', 'Thriller']",en,13.544,89,6.695,1401,"['Olivia DeJonge', 'Levi Miller', 'Ed Oxenbould', 'Aleks Mikic']",Unknown,"['holiday', 'spider', 'murder', 'snowman', 'snow', 'home invasion', 'truth or dare', 'christmas lights', 'christmas horror', 'christmas']",2017,89,6.7
La Grande Bouffe,False,"['Drama', 'Comedy']",fr,13.544,130,7.177,460,"['Marcello Mastroianni', 'Ugo Tognazzi', 'Michel Piccoli', 'Philippe Noiret']",Unknown,"['suicide', 'call girl', 'childhood friends', 'grotesque']",1973,130,7.2
Major League II,False,['Comedy'],en,13.543,105,5.705,303,"['Charlie Sheen', 'Tom Berenger', 'Corbin Bernsen', 'Dennis Haysbert']",Unknown,"['sports', 'baseball', 'sequel', 'sports league']",1994,105,5.7
Transformers,False,"['Adventure', 'Science Fiction', 'Action']",en,13.542,143,6.791,10695,"['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel', 'Tyrese Gibson']",Unknown,"['transformation', 'destroy', 'alien', 'based on toy', 'robot', 'duringcreditsstinger', 'teenage hero', 'griffith observatory', 'transformers']",2007,143,6.8
Fist of the North Star,False,"['Animation', 'Action', 'Science Fiction']",ja,13.541,110,6.885,152,"['Akira Kamiya', 'Yuriko Yamamoto', 'Kenji Utsumi', 'Chikao Ohtsuka']",Unknown,"['martial arts', 'killing', 'fighter', 'post-apocalyptic future', 'nuclear holocaust']",1986,110,6.9
Quarantine,False,"['Horror', 'Science Fiction', 'Thriller']",en,13.541,89,5.761,1178,"['Dania Ramirez', 'Jennifer Carpenter', 'Jay Hernandez', 'Steve Harris']",Unknown,"['quarantine', 'remake', 'tv reporter', 'found footage', 'virus']",2008,89,5.8
Captain Corelli's Mandolin,False,"['Drama', 'Romance', 'War']",en,13.541,131,5.956,492,"['Nicolas Cage', 'Penélope Cruz', 'John Hurt', 'Christian Bale']",Unknown,"['allies', 'greek island', 'mandolin', 'resistance fighter', 'greek history', 'italiani brava gente']",2001,131,6.0
The War of the Roses,False,"['Comedy', 'Drama']",en,13.539,116,6.887,1045,"['Michael Douglas', 'Kathleen Turner', 'Danny DeVito', 'Marianne Sägebrecht']",Unknown,"['marriage', 'romance', 'love-hate relationship', 'lawyer', 'divorce', 'argument', 'divorce lawyer']",1989,116,6.9
The Last Seduction,False,"['Thriller', 'Crime', 'Romance', 'Drama']",en,13.538,110,6.799,329,"['Linda Fiorentino', 'Bill Pullman', 'Bill Nunn', 'J.T. Walsh']",Unknown,"['femme fatale', 'money', 'drugs', 'loan shark', 'neo-noir', 'erotic thriller']",1994,110,6.8
Saints and Soldiers,False,"['War', 'Drama', 'Action', 'Adventure', 'History']",en,13.538,90,6.294,253,"['Corbin Allred', 'Alexander Polinsky', 'Kirby Heyborne', 'Larry Bagby']",Unknown,"['nazi', 'winter', 'bravery', 'world war ii', 'belgium', 'slaughter', 'soldier', 'mormon missionary', 'behind enemy lines', '1940s', 'american soldiers']",2003,90,6.3
2:22,False,"['Science Fiction', 'Mystery', 'Thriller', 'Romance']",en,13.535,99,6.02,1384,"['Michiel Huisman', 'Teresa Palmer', 'Sam Reid', 'John Waters']",Unknown,"['new york city', 'deja vu', 'airport', 'birthday', 'routine', 'ex-girlfriend', 'artist', 'jfk international airport', 'premonition', 'co-workers relationship', 'new york subway', 'grand central station', 'unusual phenomena', 'star crossed lovers', 'biking', 'strange', 'air traffic controller', 'pattern']",2017,99,6.0
Reign Over Me,False,['Drama'],en,13.535,124,7.177,986,"['Adam Sandler', 'Don Cheadle', 'Jada Pinkett Smith', 'Liv Tyler']",Unknown,"['airplane', 'loss of loved one', 'war on terror', 'confidence', 'trauma', ""leaving one's family"", 'alone', 'grief', 'cowardliness', 'family', 'post 9/11']",2007,124,7.2
Megan Leavey,False,"['Drama', 'War']",en,13.534,116,7.271,727,"['Kate Mara', 'Ramón Rodríguez', 'Tom Felton', 'Bradley Whitford']",Unknown,"['human animal relationship', 'biography', 'iraq war veteran', 'female soldier', 'iraq war', 'dog', 'animal', 'german shepherd', 'u.s. marine', 'purple heart', 'woman director', 'war dog', 'pets']",2017,116,7.3
The Idiots,False,"['Drama', 'Comedy']",da,13.534,114,6.454,523,"['Bodil Jørgensen', 'Jens Albinus', 'Anne Louise Hassing', 'Troels Lyby']",Unknown,"['mentally disabled', 'staging', 'normality', 'freedom', 'lifestyle', 'commune', 'test of courage', 'idiot', 'publicity', 'social control', 'mockery', 'simulation', 'bodily disabled person', 'psychology', 'coercion', 'dogme 95', 'full frontal female nudity', 'hairy vagina', 'group nudity', 'hairy triangle', 'semi-erect penis', 'full frontal male nudity', 'erect penis', 'willies', 'clothed female naked male', 'nude women showering']",1998,114,6.5
God of Gamblers' Return,False,"['Action', 'Comedy']",cn,13.532,126,6.614,118,"['Chow Yun-fat', 'Tony Leung Ka-fai', 'Chingmy Yau', 'Wu Chien-Lien']",Unknown,['gambling'],1994,126,6.6
Little Forest,False,['Drama'],ko,13.531,103,7.6,135,"['Kim Tae-ri', 'Moon So-ri', 'Ryu Jun-yeol', 'Jin Ki-joo']",Unknown,"['friendship', 'countryside', 'cooking', 'agriculture', 'slice of life', 'rural area', 'food', 'based on manga', 'nature', 'gardening', 'woman director', 'horticulture', 'mother daughter relationship', 'korean cuisine']",2018,103,7.6
Graveyard Shift,False,['Horror'],en,13.531,89,5.269,221,"['David Andrews', 'Kelly Wolf', 'Stephen Macht', 'Andrew Divoff']",Unknown,"['maine', 'based on short story', 'exterminator', 'man eating monster', 'rat', 'textile worker', 'giant rat', 'rats exterminator']",1990,89,5.3
Doc Hollywood,False,"['Comedy', 'Romance']",en,13.531,104,6.3,561,"['Michael J. Fox', 'Julie Warner', 'Barnard Hughes', 'Woody Harrelson']",Unknown,"['new love', 'ambulance', 'plastic surgery', 'hospital', 'fish out of water', 'doctor', 'car accident']",1991,104,6.3
Dirty Pair: Project Eden,False,"['Animation', 'Science Fiction', 'Action', 'Comedy', 'Romance']",ja,13.529,83,6.914,29,"['Kyoko Tongu', 'Saeko Shimazu', 'Katsuji Mori', 'Chikao Ohtsuka']",Unknown,"['police', 'mutant', 'wine', 'mad scientist', 'thief', 'anime', '22nd century']",1986,83,6.9
Under Her Control,False,['Drama'],es,13.528,109,5.3,89,"['Aitana Sánchez-Gijón', 'Cumelén Sanz', 'Younes Bachir', 'Pedro Casablanc']",Unknown,[],2022,109,5.3
Model for Murder: The Centerfold Killer,False,"['Horror', 'Thriller', 'Mystery']",en,13.528,81,5.4,9,"['August Ames', 'Erika Jordan', 'Sarah Hunter', 'Jon Fleming']",Unknown,['softcore'],2016,81,5.4
The Brave One,False,"['Crime', 'Drama', 'Thriller']",en,13.528,122,6.542,883,"['Jodie Foster', 'Terrence Howard', 'Nicky Katt', 'Naveen Andrews']",Unknown,"['new york city', 'metropolis', 'loss of loved one', 'bravery', 'urban life', 'revenge', 'vigilante', 'rape and revenge', 'radio show host', 'central park, new york city']",2007,122,6.5
Bad Genius,False,"['Drama', 'Crime', 'Thriller', 'Comedy']",th,13.527,130,7.905,737,"['Chutimon Chuengcharoensukying', 'Eisaya Hosuwan', 'Teeradon Supapunpinyo', 'Chanon Santinatornkul']",Unknown,"['australia', 'school friend', 'high school', 'cheating', 'thailand', 'father daughter relationship']",2017,130,7.9
Devil's Due,False,['Horror'],en,13.527,89,4.592,497,"['Zach Gilford', 'Allison Miller', 'Sam Anderson', 'Catherine Kresge']",Unknown,"['france', 'satan', 'found footage']",2014,89,4.6
The Kids Are All Right,False,"['Comedy', 'Drama']",en,13.526,106,6.592,1400,"['Julianne Moore', 'Annette Bening', 'Mark Ruffalo', 'Mia Wasikowska']",Unknown,"['lesbian relationship', 'dinner', 'motorcycle', 'argument', 'artificial insemination', 'control freak', 'vegetable garden', 'woman director']",2010,106,6.6
The Watcher,False,"['Mystery', 'Thriller']",en,13.526,96,5.041,459,"['James Spader', 'Keanu Reeves', 'Marisa Tomei', 'Ernie Hudson']",Unknown,"['chicago, illinois', 'fbi', 'menace', 'investigation', 'covered investigation', 'state of emergency', 'serial killer', 'little girl', 'psychiatrist', 'psychotherapy']",2000,96,5.0
Control,False,['Drama'],en,13.526,121,7.523,787,"['Samantha Morton', 'Sam Riley', 'Alexandra Maria Lara', 'Joe Anderson']",Unknown,"['new love', 'wife', 'epilepsy', 'medicine', 'punk rock', 'recording contract', 'record producer', 'record label', 'extramarital affair']",2007,121,7.5
